ts,open,high,low,close,volume
1527274800000,7428.61,7447.56,7368.01,7420.01,504.31
1527278400000,7420.01,7453.78,7406.23,7444.95,209.94
1527282000000,7444.95,7451.28,7420.0,7438.04,227.38
1527285600000,7438.04,7439.08,7365.56,7399.96,259.53
1527289200000,7399.96,7499.99,7384.88,7459.11,332.62
1527292800000,7459.11,7459.11,7425.88,7447.29,142.77
1527296400000,7447.29,7469.61,7425.06,7443.08,142.73
1527300000000,7443.08,7454.08,7415.79,7415.8,150.87
1527303600000,7415.8,7436.07,7415.79,7430.31,83.46
1527307200000,7430.31,7430.31,7381.0,7383.46,233.27
1527310800000,7383.46,7434.0,7380.0,7432.06,114.21
1527314400000,7432.06,7440.0,7401.86,7420.0,85.62
1527318000000,7420.0,7640.46,7417.83,7549.99,744.53
1527321600000,7549.99,7560.0,7522.5,7538.86,95.57
1527325200000,7538.86,7551.0,7538.0,7544.0,52.57
1527328800000,7544.0,7547.36,7517.0,7544.41,83.7
1527332400000,7544.41,7554.09,7529.22,7529.22,110.97
1527336000000,7529.22,7543.0,7480.0,7521.46,222.16
1527339600000,7521.46,7546.84,7510.35,7535.11,149.88
1527343200000,7535.11,7540.0,7514.36,7518.33,120.9
1527346800000,7518.33,7541.01,7518.32,7536.15,131.04
1527350400000,7536.15,7540.0,7519.0,7520.0,124.67
1527354000000,7520.0,7556.68,7519.99,7547.48,145.12
1527357600000,7547.48,7560.0,7532.64,7548.69,146.47
1527361200000,7548.69,7555.77,7520.87,7530.06,148.21
1527364800000,7530.06,7539.87,7519.1,7527.5,104.57
1527368400000,7527.5,7625.71,7464.01,7464.01,301.77
1527372000000,7464.01,7465.9,7305.1,7316.97,459.8
1527375600000,7316.97,7350.06,7287.23,7337.95,296.76
1527379200000,7337.95,7337.95,7230.01,7257.11,670.31
1527382800000,7257.11,7307.15,7250.0,7275.38,210.01
1527386400000,7275.38,7316.43,7275.37,7301.3,157.83
1527390000000,7301.3,7301.31,7250.07,7297.34,240.13
1527393600000,7297.34,7311.0,7279.01,7307.28,87.52
1527397200000,7307.28,7307.28,7241.81,7274.99,143.66
1527400800000,7274.99,7303.51,7266.0,7288.23,73.13
1527404400000,7288.23,7344.99,7266.15,7318.65,143.33
1527408000000,7318.65,7325.21,7229.01,7296.9,280.23
1527411600000,7296.9,7329.38,7291.65,7314.12,39.92
1527415200000,7314.12,7390.19,7310.13,7323.28,207.71
1527418800000,7323.28,7347.0,7290.39,7335.15,88.65
1527422400000,7335.15,7335.15,7293.05,7302.95,109.75
1527426000000,7302.95,7310.0,7284.24,7302.0,117.04
1527429600000,7302.0,7356.0,7286.0,7338.87,184.32
1527433200000,7338.87,7353.78,7326.27,7337.18,134.78
1527436800000,7337.18,7357.3,7330.0,7346.96,134.9
1527440400000,7346.96,7353.0,7323.01,7352.5,118.23
1527444000000,7352.5,7392.7,7272.01,7288.23,482.01
1527447600000,7288.23,7300.0,7277.2,7296.15,141.87
1527451200000,7296.15,7322.13,7296.14,7306.84,128.97
1527454800000,7306.84,7325.0,7290.94,7325.0,142.21
1527458400000,7325.0,7340.0,7315.92,7339.99,112.5
